Latitude,Longitude,district_name,state_name,total_crimes_sum,num_years,risk_level
30.533129,75.8807604,Malerkotla,punjab,155.0,2,Low Risk
30.6014507,74.79501756894368,Faridkot,punjab,601.0,6,Low Risk
30.66340415,76.38030001704635,Fatehgarh Sahib,punjab,775.0,6,Low Risk
30.6839733,76.3594033,Ferozepur,punjab,900.0,6,Low Risk
30.6975401,76.8551066,Panchkula,haryana,1695.0,6,Low Risk
30.6991321,77.44653038810971,Sirmaur,himachal pradesh,912.0,6,Low Risk
30.7334421,76.7797143,Chandigarh,chandigarh,2379.0,6,Medium Risk
30.7877554,75.15935898836224,Moga,punjab,808.0,6,Low Risk
30.9077569,77.1023645,Solan,himachal pradesh,980.0,12,Low Risk
30.9090157,75.851601,Ludhiana,punjab,4581.0,18,High Risk
31.0917102,76.52897012920695,Rupnagar,punjab,747.0,6,Low Risk
31.1041526,77.1709729,Shimla,himachal pradesh,1184.0,24,Low Risk
31.29223115,75.56788777097373,Jalandhar,punjab,2794.0,12,Medium Risk
31.32124525,74.84166874384624,Tarn Taran,punjab,893.0,6,Low Risk
31.38564755,75.30533042971072,Kapurthala,punjab,1061.0,6,Low Risk
31.5834642,76.23514522983882,Una,himachal pradesh,611.0,6,Low Risk
31.59301295,78.32814168568953,Kinnaur,himachal pradesh,136.0,6,Low Risk
31.60929415,75.84597544153354,Hoshiarpur,punjab,1492.0,6,Low Risk
31.6356659,74.8787496,Amritsar,punjab,2731.0,18,Medium Risk
31.65166165,77.00925418842219,Mandi,himachal pradesh,1552.0,6,Low Risk
31.9037264,75.22755867008682,Gurdaspur,punjab,1688.0,12,Low Risk
31.9578974,77.1089232,Kullu,himachal pradesh,613.0,6,Low Risk
32.0768665,76.29858720759783,Kangra,himachal pradesh,1530.0,6,Low Risk
32.3021899,75.65894063717977,Pathankot,punjab,532.0,6,Low Risk
32.3765524,75.5243044,Kathua,jammu and kashmir,593.0,6,Low Risk
32.509934,77.0243657,Lahul And Spiti,himachal pradesh,19.0,6,Low Risk
32.57591175,75.12034455530063,Samba,jammu and kashmir,302.0,6,Low Risk
32.692331550000006,76.16315522950366,Chamba,himachal pradesh,528.0,6,Low Risk
32.7185614,74.8580917,Jammu,jammu and kashmir,2325.0,34,Medium Risk
32.911964,75.32658448914768,Udhampur,jammu and kashmir,824.0,6,Low Risk
33.13260995,75.58900789003377,Doda,jammu and kashmir,571.0,6,Low Risk
33.20599085,74.862679360101,Reasi,jammu and kashmir,450.0,12,Low Risk
33.3107908,75.7694213,Kishtwar,jammu and kashmir,286.0,6,Low Risk
33.33328915,75.19847626653356,Ramban,jammu and kashmir,450.0,6,Low Risk
33.3772495,74.3132332,Rajouri,jammu and kashmir,1267.0,6,Low Risk
33.6446899,75.0188432,Kulgam,jammu and kashmir,1282.0,6,Low Risk
33.72078365,74.77142439698211,Shopian,jammu and kashmir,576.0,6,Low Risk
33.746109950000005,75.18544753143254,Anantnag,jammu and kashmir,1286.0,6,Low Risk
33.7670004,74.0957143,Poonch,jammu and kashmir,702.0,6,Low Risk
33.802819,76.4730095688732,Kargil,jammu and kashmir,5.0,3,Low Risk
33.802819,76.4730095688732,Kargil,ladakh,15.0,3,Low Risk
33.9098746,74.6270356734338,Budgam,jammu and kashmir,1845.0,6,Low Risk
33.9490472,75.04183347471374,Pulwama,jammu and kashmir,869.0,12,Low Risk
34.0747444,74.8204443,Srinagar,jammu and kashmir,2296.0,13,Medium Risk
34.1718527,77.5866776,Leh Ladakh,jammu and kashmir,27.0,3,Low Risk
34.1718527,77.5866776,Leh Ladakh,ladakh,27.0,3,Low Risk
34.2086903,74.343498,Baramulla,jammu and kashmir,2172.0,12,Medium Risk
34.288932200000005,75.04079833889585,Ganderbal,jammu and kashmir,709.0,6,Low Risk
34.4232433,74.635965,Bandipora,jammu and kashmir,457.0,6,Low Risk
34.5140696,74.19136702721829,Kupwara,jammu and kashmir,1399.0,12,Low Risk
